order_id,customer_id,restaurant_name,cuisine,order_date,delivery_time_minutes,order_amount,payment_method,city,order_status,rating
6056,18248,Italian Treats 5 (Kol),Chinese,2025-10-30,22,407.03,Online,Kolkata,Cancelled,
6057,4824,Fast Treats 6 (Ben),Desserts,2025-08-06,23,80.55,Online,Bengaluru,Delivered,3.0
6058,10402,South Treats 6 (Kol),Chinese,2025-07-21,34,354.15,Online,Kolkata,Delivered,3.0
6059,5200,Continental Treats 3 (Del),Chinese,2025-07-23,29,298.99,Online,Delhi,Delivered,5.0
6060,17106,Continental Treats 1 (Del),Continental,2025-10-01,39,307.61,Cash,Delhi,Delivered,5.0
6061,3996,Chinese Treats 3 (Kol),Chinese,2024-10-11,24,245.21,Online,Kolkata,Delivered,5.0
6062,20431,Desserts Treats 4 (Hyd),North Indian,2023-12-02,33,536.49,Online,Hyderabad,Delivered,2.0
6063,16877,Italian Treats 1 (Pun),Street Food,2025-09-29,17,120.77,Cash,Pune,Delivered,4.0
6064,12395,Street Treats 4 (Mum),Desserts,2025-06-14,23,263.58,Online,Mumbai,Delivered,5.0
6065,10565,Italian Treats 2 (Del),Street Food,2025-07-30,22,160.07,Online,Delhi,Delivered,3.0
6066,29819,South Treats 5 (Mum),North Indian,2025-08-01,32,457.64,Online,Mumbai,Delivered,4.0
6067,11057,Street Treats 5 (Ben),Desserts,2025-10-31,30,52.0,Online,Bengaluru,Delivered,4.0
6068,20651,South Treats 3 (Del),Continental,2025-10-28,30,418.66,Cash,Delhi,Delivered,4.0
6069,14659,Street Treats 3 (Pun),Seafood,2025-05-20,28,384.87,Online,Pune,Delivered,5.0
6070,25726,Biryani Treats 4 (Pun),Street Food,2024-10-30,24,73.88,Online,Pune,Delivered,4.0
6071,6585,Fast Treats 2 (Del),Biryani,2025-07-21,43,528.06,Online,Delhi,Delivered,4.0
6072,3249,Biryani Treats 4 (Del),Desserts,2025-06-22,34,193.8,Online,Delhi,Delivered,5.0
6073,29105,Desserts Treats 5 (Pun),Fast Food,2025-11-25,17,208.72,Online,Pune,Delivered,3.0
6074,29664,Continental Treats 3 (Ahm),Seafood,2025-03-18,26,484.29,Online,Ahmedabad,Cancelled,
6075,18396,South Treats 1 (Ben),South Indian,2025-09-18,28,263.76,Online,Bengaluru,Delivered,5.0
6076,17905,South Treats 6 (Che),Italian,2025-05-22,29,290.1,Online,Chennai,Delivered,3.0
6077,29290,Street Treats 6 (Ahm),Street Food,2025-01-08,42,149.36,Online,Ahmedabad,Cancelled,
6078,20415,Urban Bites (Mum),North Indian,2025-05-12,29,255.26,Cash,Mumbai,Delivered,4.0
6079,3107,Continental Treats 5 (Ben),Italian,2023-12-02,10,240.13,Online,Bengaluru,Delivered,4.0
6080,9427,Seafood Treats 4 (Che),Fast Food,2025-11-05,29,112.14,Cash,Chennai,Delivered,5.0
6081,15998,Desserts Treats 6 (Pun),Continental,2023-12-02,36,225.58,Cash,Pune,Delivered,4.0
6082,7601,Italian Treats 1 (Ben),North Indian,2025-06-02,23,497.55,Online,Bengaluru,Delivered,5.0
6083,12918,Italian Treats 1 (Kol),Desserts,2024-10-31,30,206.74,Cash,Kolkata,Delivered,4.0
6084,2341,Desserts Treats 4 (Mum),Desserts,2024-12-05,51,151.76,Online,Mumbai,Delivered,5.0
6085,1771,Spice Hub (Ben),Fast Food,2025-05-05,35,160.32,Cash,Bengaluru,Delivered,4.0
6086,15135,Desserts Treats 3 (Kol),South Indian,2024-10-22,26,196.72,Online,Kolkata,Delivered,3.0
6087,26943,Street Treats 5 (Del),Chinese,2025-11-24,41,345.67,Cash,Delhi,Delivered,5.0
6088,9493,South Treats 4 (Ahm),Fast Food,2024-06-28,34,202.02,Online,Ahmedabad,Delivered,4.0
6089,23731,Biryani Treats 5 (Del),Biryani,2025-11-22,27,285.36,Cash,Delhi,Delivered,4.0
6090,7191,Continental Treats 4 (Hyd),Biryani,2023-12-02,21,364.76,Cash,Hyderabad,Delivered,4.0
6091,5106,Desserts Treats 5 (Ahm),Fast Food,2025-11-11,24,234.99,Online,Ahmedabad,Delivered,4.0
6092,6957,Desserts Treats 4 (Ahm),Desserts,2024-10-21,31,50.0,Cash,Ahmedabad,Delivered,4.0
6093,3014,Urban Bites (Ahm),Seafood,2024-02-22,27,610.28,Cash,Ahmedabad,Delivered,5.0
6094,5460,Street Treats 1 (Hyd),North Indian,2025-05-04,14,227.71,Online,Hyderabad,Delivered,5.0
6095,26428,Biryani Treats 3 (Pun),Italian,2025-08-28,31,363.66,Online,Pune,Delivered,5.0
6096,15305,Seafood Treats 5 (Pun),Chinese,2024-07-18,27,429.59,Online,Pune,Delivered,4.0
6097,5481,Desserts Treats 1 (Kol),Italian,2025-04-27,31,478.76,Online,Kolkata,Cancelled,
6098,21716,Seafood Treats 1 (Ben),Seafood,2025-05-20,38,564.68,Online,Bengaluru,Cancelled,
6099,8178,Fast Treats 5 (Pun),North Indian,2023-12-02,29,527.08,Online,Pune,Delivered,4.0
6100,11574,Chinese Treats 4 (Ahm),Italian,2024-06-15,34,376.65,Online,Ahmedabad,Delivered,4.0
6101,16488,Biryani Treats 3 (Pun),Seafood,2024-11-10,13,461.74,Online,Pune,Delivered,5.0
6102,5803,Biryani Treats 5 (Hyd),Street Food,2025-10-25,27,160.87,Online,Hyderabad,Delivered,4.0
6103,21638,Fast Treats 1 (Ben),North Indian,2025-06-30,31,164.1,Cash,Bengaluru,Delivered,4.0
6104,27730,Fast Treats 1 (Mum),North Indian,2023-12-02,27,307.05,Online,Mumbai,Delivered,4.0
6105,29559,Desserts Treats 2 (Hyd),Continental,2025-11-02,24,353.88,Online,Hyderabad,Delivered,3.0
6106,23974,South Treats 1 (Del),Biryani,2023-12-02,31,382.06,Online,Delhi,Delivered,4.0
6107,8724,Street Treats 1 (Che),Continental,2025-05-28,33,398.54,Online,Chennai,Cancelled,
6108,19040,Continental Treats 4 (Ahm),Fast Food,2025-10-10,30,164.76,Cash,Ahmedabad,Delivered,4.0
6109,13861,Desserts Treats 2 (Kol),Continental,2025-01-07,29,373.09,Cash,Kolkata,Delivered,5.0
6110,5133,South Treats 6 (Del),Italian,2025-03-26,28,426.69,Online,Delhi,Delivered,4.0
6111,10369,South Treats 5 (Ahm),Continental,2025-10-22,32,542.81,Cash,Ahmedabad,Delivered,4.0
6112,16762,Fast Treats 5 (Kol),Fast Food,2025-10-14,10,189.07,Cash,Kolkata,Delivered,3.0
6113,7381,South Treats 2 (Mum),Continental,2024-11-18,24,298.32,Online,Mumbai,Delivered,1.0
6114,23053,Chinese Treats 2 (Hyd),Desserts,2025-10-26,24,113.68,Cash,Hyderabad,Delivered,4.0
6115,16210,Italian Treats 2 (Del),South Indian,2025-10-03,30,239.73,Cash,Delhi,Delivered,5.0
6116,24685,Desserts Treats 4 (Kol),Desserts,2024-07-03,11,105.77,Online,Kolkata,Delivered,3.0
6117,20584,Fast Treats 6 (Kol),South Indian,2025-01-07,16,229.96,Online,Kolkata,Delivered,2.0
6118,13519,North Treats 1 (Del),North Indian,2024-02-05,31,102.74,Cash,Delhi,Delivered,2.0
6119,16332,Biryani Treats 3 (Ahm),Street Food,2025-02-10,29,109.07,Online,Ahmedabad,Delivered,4.0
6120,6693,Street Treats 3 (Kol),Italian,2025-04-09,22,454.51,Cash,Kolkata,Delivered,3.0
6121,19556,Biryani Treats 3 (Hyd),Fast Food,2023-12-02,27,178.32,Online,Hyderabad,Delivered,5.0
6122,4063,Italian Treats 5 (Hyd),Desserts,2025-11-09,26,180.25,Online,Hyderabad,Delivered,5.0
6123,21254,North Treats 3 (Del),Biryani,2025-07-08,26,221.97,Online,Delhi,Delivered,4.0
6124,7583,Biryani Treats 5 (Ahm),Fast Food,2024-12-22,36,319.22,Online,Ahmedabad,Delivered,4.0
6125,24442,Biryani Treats 2 (Mum),Fast Food,2024-01-15,21,117.26,Cash,Mumbai,Delivered,4.0
6126,4747,Biryani Treats 2 (Ahm),Fast Food,2023-12-02,42,134.54,Online,Ahmedabad,Delivered,3.0
6127,15663,Desserts Treats 1 (Del),Street Food,2025-09-13,35,184.8,Cash,Delhi,Delivered,4.0
6128,6823,Chinese Treats 1 (Del),Desserts,2024-09-19,22,149.95,Online,Delhi,Delivered,4.0
6129,23286,Italian Treats 3 (Ahm),North Indian,2024-10-28,33,194.28,Cash,Ahmedabad,Delivered,4.0
6130,13809,Desserts Treats 1 (Ahm),Continental,2025-04-15,35,557.18,Online,Ahmedabad,Delivered,4.0
6131,13427,Street Treats 1 (Mum),Biryani,2025-06-07,25,260.24,Online,Mumbai,Delivered,3.0
6132,6094,North Treats 1 (Kol),South Indian,2025-09-16,19,257.76,Online,Kolkata,Delivered,3.0
6133,24307,Italian Treats 2 (Kol),Chinese,2025-07-31,33,343.95,Online,Kolkata,Delivered,4.0
6134,18878,Biryani Treats 5 (Del),Continental,2024-09-25,37,361.88,Online,Delhi,Delivered,4.0
6135,9031,Fast Treats 4 (Che),Italian,2024-09-28,25,492.72,Online,Chennai,Delivered,4.0
6136,29442,Biryani Treats 2 (Ahm),Seafood,2025-09-08,37,380.26,Online,Ahmedabad,Cancelled,
6137,22647,Chinese Treats 2 (Kol),Fast Food,2025-10-05,32,164.87,Online,Kolkata,Delivered,3.0
6138,1465,Italian Treats 4 (Hyd),Continental,2025-09-24,43,434.64,Cash,Hyderabad,Delivered,4.0
6139,12341,Continental Treats 5 (Kol),Biryani,2025-08-13,22,338.62,Online,Kolkata,Delivered,4.0
6140,23924,Biryani Treats 5 (Che),North Indian,2025-08-27,32,370.92,Online,Chennai,Delivered,4.0
6141,20447,South Treats 3 (Kol),Street Food,2025-08-31,24,119.58,Cash,Kolkata,Delivered,2.0
6142,18584,Foodie Plaza (Ahm),Fast Food,2025-06-01,39,183.88,Online,Ahmedabad,Delivered,4.0
6143,19783,Chinese Treats 5 (Hyd),Italian,2025-07-01,19,351.97,Cash,Hyderabad,Delivered,4.0
6144,18526,Spice Hub (Pun),Italian,2025-11-26,10,505.96,Online,Pune,Cancelled,
6145,22979,Continental Treats 3 (Hyd),North Indian,2024-10-10,25,375.41,Online,Hyderabad,Delivered,4.0
6146,19138,Biryani Treats 5 (Del),Continental,2024-12-28,38,436.25,Cash,Delhi,Delivered,4.0
6147,15031,Continental Treats 4 (Hyd),Desserts,2025-09-22,26,114.58,Cash,Hyderabad,Delivered,4.0
6148,27639,Continental Treats 4 (Pun),Italian,2025-09-15,23,462.66,Online,Pune,Delivered,4.0
6149,22531,Seafood Treats 1 (Hyd),Desserts,2025-11-22,41,139.65,Online,Hyderabad,Delivered,3.0
6150,18196,Chinese Treats 1 (Pun),Fast Food,2025-06-05,23,269.62,Online,Pune,Delivered,4.0
6151,5376,Fast Treats 3 (Ben),Biryani,2025-11-05,29,425.17,Online,Bengaluru,Cancelled,
6152,23503,Biryani Treats 5 (Ahm),Chinese,2025-08-24,32,347.86,Online,Ahmedabad,Delivered,5.0
6153,7844,Fast Treats 3 (Hyd),Italian,2023-12-02,28,437.31,Online,Hyderabad,Delivered,4.0
6154,15368,Desserts Treats 1 (Mum),Biryani,2025-08-21,30,155.54,Cash,Mumbai,Delivered,3.0
6155,16882,North Treats 6 (Hyd),Street Food,2024-06-29,28,159.62,Online,Hyderabad,Delivered,5.0
6156,25800,Desserts Treats 5 (Ben),North Indian,2025-10-27,17,315.53,Cash,Bengaluru,Delivered,4.0
6157,29685,Biryani Treats 6 (Del),Biryani,2024-08-30,27,411.55,Cash,Delhi,Delivered,2.0
6158,11420,Desserts Treats 1 (Che),North Indian,2025-05-13,37,232.78,Online,Chennai,Delivered,4.0
6159,25451,Street Treats 4 (Kol),Continental,2023-12-02,27,293.52,Online,Kolkata,Delivered,4.0
6160,22279,Biryani Treats 3 (Kol),South Indian,2025-09-27,23,323.74,Online,Kolkata,Delivered,5.0
6161,11653,Seafood Treats 2 (Ahm),South Indian,2025-10-16,39,62.3,Cash,Ahmedabad,Delivered,5.0
6162,12790,Desserts Treats 1 (Ahm),Seafood,2025-07-04,44,108.23,Online,Ahmedabad,Delivered,5.0
6163,14256,Seafood Treats 1 (Mum),Seafood,2025-07-27,35,680.22,Online,Mumbai,Delivered,5.0
6164,12758,South Treats 6 (Hyd),Desserts,2024-01-07,33,221.32,Online,Hyderabad,Delivered,4.0
6165,20355,Chinese Treats 4 (Mum),Seafood,2025-01-16,27,590.26,Cash,Mumbai,Delivered,4.0
6166,5785,Fast Treats 3 (Kol),Desserts,2025-11-26,34,133.42,Online,Kolkata,Delivered,4.0
6167,20103,Continental Treats 3 (Ahm),North Indian,2025-10-30,36,392.39,Online,Ahmedabad,Delivered,4.0
6168,4257,Chinese Treats 4 (Hyd),Chinese,2024-12-19,35,90.41,Online,Hyderabad,Delivered,5.0
6169,6140,Street Treats 6 (Hyd),Street Food,2025-11-29,34,133.44,Cash,Hyderabad,Delivered,4.0
6170,10364,North Treats 5 (Che),Chinese,2025-03-15,14,345.26,Online,Chennai,Delivered,5.0
6171,5838,Seafood Treats 6 (Ahm),Biryani,2024-05-30,31,345.12,Online,Ahmedabad,Delivered,3.0
6172,4559,Continental Treats 2 (Ahm),North Indian,2025-06-29,40,206.5,Online,Ahmedabad,Delivered,5.0
6173,22342,Fast Treats 2 (Ben),Italian,2025-10-25,24,399.93,Online,Bengaluru,Delivered,3.0
6174,19900,North Treats 6 (Ahm),Chinese,2025-06-05,30,312.41,Online,Ahmedabad,Cancelled,
6175,9583,Fast Treats 5 (Pun),North Indian,2025-04-13,41,245.58,Online,Pune,Delivered,5.0
6176,1975,Street Treats 4 (Ahm),Street Food,2024-12-11,41,112.1,Online,Ahmedabad,Delivered,5.0
6177,21701,North Treats 2 (Che),Chinese,2025-10-03,37,297.36,Online,Chennai,Delivered,4.0
6178,18662,Foodie Plaza (Ahm),Biryani,2025-10-13,41,78.85,Online,Ahmedabad,Delivered,5.0
6179,7178,Desserts Treats 3 (Ahm),Biryani,2025-06-05,28,89.78,Cash,Ahmedabad,Delivered,4.0
6180,23939,Seafood Treats 6 (Ben),North Indian,2025-08-25,10,115.37,Cash,Bengaluru,Delivered,3.0
6181,13666,North Treats 5 (Ahm),Biryani,2025-05-14,23,444.28,Online,Ahmedabad,Delivered,5.0
6182,28007,Chinese Treats 3 (Ben),Desserts,2025-08-31,36,130.63,Online,Bengaluru,Delivered,4.0
6183,28961,Desserts Treats 6 (Del),Chinese,2024-10-15,30,287.7,Online,Delhi,Cancelled,
6184,24673,Biryani Treats 2 (Kol),North Indian,2025-05-16,29,134.13,Online,Kolkata,Delivered,4.0
6185,8802,Desserts Treats 4 (Ben),Biryani,2023-12-02,10,404.66,Online,Bengaluru,Delivered,5.0
6186,18326,South Treats 1 (Kol),Desserts,2025-01-08,38,161.77,Online,Kolkata,Delivered,5.0
6187,21185,Chinese Treats 5 (Hyd),South Indian,2025-10-19,22,315.07,Cash,Hyderabad,Delivered,4.0
6188,15368,Italian Treats 1 (Kol),Chinese,2023-12-02,22,216.47,Online,Kolkata,Delivered,5.0
6189,19220,North Treats 2 (Pun),Fast Food,2025-09-15,10,161.0,Online,Pune,Delivered,5.0
6190,16997,Fast Treats 2 (Pun),Continental,2024-12-19,15,734.88,Cash,Pune,Delivered,4.0
6191,28589,Continental Treats 4 (Ben),Fast Food,2025-08-25,34,177.7,Online,Bengaluru,Delivered,5.0
6192,10524,North Treats 4 (Kol),Fast Food,2024-06-16,13,186.05,Cash,Kolkata,Delivered,3.0
6193,26959,Italian Treats 5 (Ben),Biryani,2025-11-21,32,343.23,Online,Bengaluru,Delivered,4.0
6194,4327,Biryani Treats 2 (Del),South Indian,2025-04-04,27,209.81,Online,Delhi,Delivered,5.0
6195,22932,North Treats 3 (Del),South Indian,2024-03-22,24,127.67,Online,Delhi,Delivered,4.0
6196,13644,Desserts Treats 6 (Ben),Italian,2025-04-06,30,279.27,Online,Bengaluru,Delivered,5.0
6197,19403,Seafood Treats 4 (Mum),Fast Food,2025-08-16,28,142.44,Online,Mumbai,Delivered,5.0
6198,13504,Italian Treats 5 (Mum),Chinese,2025-05-15,27,187.1,Online,Mumbai,Delivered,3.0
6199,18559,South Treats 4 (Pun),Biryani,2025-01-11,15,358.57,Online,Pune,Delivered,4.0
6200,24307,Continental Treats 5 (Del),North Indian,2025-07-04,58,372.05,Online,Delhi,Delivered,4.0
6201,6406,Spice Hub (Che),Italian,2025-09-27,24,583.32,Cash,Chennai,Delivered,3.0
6202,29298,Street Treats 2 (Del),North Indian,2025-11-25,33,388.35,Cash,Delhi,Delivered,5.0
6203,3474,Seafood Treats 1 (Del),Biryani,2025-05-21,23,408.5,Online,Delhi,Delivered,4.0
6204,13118,North Treats 3 (Ahm),Italian,2024-12-07,25,444.56,Online,Ahmedabad,Delivered,4.0
6205,26263,South Treats 2 (Mum),Fast Food,2025-04-28,23,74.27,Online,Mumbai,Delivered,5.0
6206,17555,Street Treats 1 (Ben),Continental,2025-01-01,12,340.65,Cash,Bengaluru,Delivered,4.0
6207,3691,South Treats 5 (Del),Continental,2025-03-17,28,391.34,Cash,Delhi,Delivered,4.0
6208,17744,North Treats 4 (Pun),Street Food,2024-02-20,26,50.0,Online,Pune,Delivered,5.0
6209,26709,Biryani Treats 5 (Hyd),Seafood,2025-09-07,39,523.34,Online,Hyderabad,Delivered,3.0
6210,23194,Street Treats 1 (Pun),Chinese,2025-10-15,44,444.78,Cash,Pune,Delivered,4.0
6211,23789,Continental Treats 3 (Kol),South Indian,2025-06-15,23,216.34,Online,Kolkata,Cancelled,
6212,24589,North Treats 3 (Pun),Continental,2025-02-28,17,487.71,Cash,Pune,Delivered,5.0
6213,26885,Chinese Treats 3 (Mum),North Indian,2025-09-19,36,421.11,Online,Mumbai,Delivered,3.0
6214,16528,Fast Treats 3 (Ben),Fast Food,2024-05-09,22,243.64,Cash,Bengaluru,Delivered,5.0
6215,7956,Desserts Treats 6 (Del),Chinese,2025-09-14,14,331.88,Cash,Delhi,Delivered,3.0
6216,12311,Seafood Treats 3 (Che),Seafood,2025-01-09,29,515.21,Online,Chennai,Delivered,5.0
6217,7732,Italian Treats 3 (Ben),Seafood,2023-12-02,33,553.73,Online,Bengaluru,Delivered,4.0
6218,28211,Seafood Treats 6 (Ben),Biryani,2025-11-26,30,378.28,Online,Bengaluru,Delivered,4.0
6219,15364,North Treats 3 (Pun),Italian,2025-09-08,18,50.0,Cash,Pune,Delivered,4.0
6220,12466,Biryani Treats 6 (Kol),Street Food,2025-10-14,41,107.74,Online,Kolkata,Delivered,5.0
6221,13683,North Treats 5 (Pun),Fast Food,2025-09-18,19,269.52,Online,Pune,Delivered,4.0
6222,11294,Desserts Treats 5 (Che),Fast Food,2025-01-02,19,194.95,Online,Chennai,Delivered,4.0
6223,15472,Street Treats 2 (Ahm),Street Food,2024-01-26,35,96.27,Online,Ahmedabad,Delivered,5.0
6224,5595,Street Treats 2 (Kol),South Indian,2024-05-29,26,198.12,Cash,Kolkata,Delivered,5.0
6225,17898,Italian Treats 5 (Che),Biryani,2024-08-03,25,150.1,Cash,Chennai,Delivered,4.0
6226,6341,Biryani Treats 4 (Che),Street Food,2023-12-02,32,72.4,Online,Chennai,Delivered,3.0
6227,4513,Fast Treats 1 (Del),Continental,2024-10-16,41,371.72,Online,Delhi,Delivered,3.0
6228,3155,North Treats 6 (Ahm),Street Food,2024-08-28,31,96.83,Online,Ahmedabad,Delivered,4.0
6229,13624,Continental Treats 4 (Che),Street Food,2025-03-20,25,115.37,Online,Chennai,Delivered,4.0
6230,13293,Italian Treats 5 (Del),Biryani,2025-05-06,34,525.11,Online,Delhi,Delivered,3.0
6231,6739,Seafood Treats 1 (Ahm),Seafood,2023-12-02,12,563.17,Cash,Ahmedabad,Cancelled,
6232,29911,Seafood Treats 6 (Che),Chinese,2025-01-25,24,234.74,Cash,Chennai,Delivered,4.0
6233,6640,Chinese Treats 2 (Pun),North Indian,2023-12-02,20,386.99,Cash,Pune,Delivered,4.0
6234,20508,Continental Treats 6 (Mum),Seafood,2025-09-01,14,549.15,Cash,Mumbai,Cancelled,
6235,27720,Continental Treats 5 (Pun),Fast Food,2023-12-02,27,230.44,Online,Pune,Delivered,4.0
6236,25714,North Treats 3 (Hyd),Fast Food,2024-11-10,21,161.61,Cash,Hyderabad,Delivered,5.0
6237,14938,Spice Hub (Ben),Chinese,2025-11-15,18,185.84,Online,Bengaluru,Delivered,4.0
6238,1747,Desserts Treats 4 (Hyd),Continental,2023-12-02,17,434.78,Online,Hyderabad,Delivered,3.0
6239,20219,South Treats 2 (Del),South Indian,2025-04-06,23,244.18,Online,Delhi,Delivered,4.0
6240,9152,Chinese Treats 3 (Kol),Biryani,2025-01-04,21,203.71,Online,Kolkata,Delivered,4.0
6241,20585,Fast Treats 3 (Ben),South Indian,2025-01-16,24,264.31,Cash,Bengaluru,Delivered,4.0
6242,15883,Street Treats 6 (Che),Street Food,2025-02-03,33,78.38,Online,Chennai,Delivered,5.0
6243,15300,Continental Treats 3 (Kol),Seafood,2025-11-09,26,686.61,Cash,Kolkata,Delivered,4.0
6244,21145,Fast Treats 6 (Mum),South Indian,2025-01-10,41,155.97,Cash,Mumbai,Delivered,3.0
6245,1408,Continental Treats 3 (Kol),South Indian,2025-06-02,32,180.68,Cash,Kolkata,Delivered,3.0
6246,4731,South Treats 6 (Pun),Desserts,2025-08-17,26,143.18,Online,Pune,Delivered,4.0
6247,14158,Seafood Treats 5 (Hyd),Chinese,2025-07-12,29,175.55,Cash,Hyderabad,Delivered,4.0
6248,29138,Chinese Treats 5 (Ahm),Street Food,2025-11-03,51,126.93,Online,Ahmedabad,Delivered,5.0
6249,27599,Seafood Treats 6 (Che),Desserts,2025-08-10,21,122.98,Cash,Chennai,Cancelled,
6250,5169,Fast Treats 6 (Kol),Fast Food,2025-08-21,32,80.71,Online,Kolkata,Delivered,5.0
6251,4907,Chinese Treats 3 (Che),Street Food,2025-09-27,27,93.02,Online,Chennai,Delivered,4.0
6252,28186,North Treats 3 (Pun),North Indian,2025-08-25,21,246.08,Cash,Pune,Delivered,4.0
6253,25993,North Treats 6 (Ahm),Desserts,2025-09-01,52,179.57,Online,Ahmedabad,Delivered,4.0
6254,7609,Street Treats 3 (Kol),North Indian,2023-12-02,27,343.39,Cash,Kolkata,Delivered,5.0
6255,8996,Biryani Treats 3 (Hyd),Continental,2024-11-06,38,600.87,Cash,Hyderabad,Delivered,3.0
6256,21438,Chinese Treats 1 (Pun),Biryani,2025-08-27,22,188.69,Online,Pune,Delivered,5.0
6257,15186,Italian Treats 1 (Mum),Desserts,2025-11-08,41,178.03,Online,Mumbai,Delivered,4.0
6258,2432,Continental Treats 3 (Ben),Fast Food,2025-09-20,38,200.77,Online,Bengaluru,Delivered,5.0
6259,22471,Fast Treats 4 (Del),South Indian,2025-04-13,29,134.33,Online,Delhi,Delivered,4.0
6260,24527,Seafood Treats 3 (Del),Chinese,2025-10-13,25,449.64,Online,Delhi,Delivered,5.0
6261,21779,South Treats 2 (Hyd),Biryani,2024-07-02,32,50.0,Online,Hyderabad,Delivered,3.0
6262,7208,Street Treats 4 (Ben),Continental,2025-10-23,35,333.12,Online,Bengaluru,Delivered,5.0
6263,19572,North Treats 1 (Ben),Desserts,2025-10-07,27,155.17,Online,Bengaluru,Delivered,3.0
6264,18913,Seafood Treats 3 (Ben),North Indian,2025-03-02,19,437.89,Online,Bengaluru,Delivered,5.0
6265,7182,Street Treats 4 (Mum),Biryani,2025-05-24,16,94.1,Online,Mumbai,Delivered,5.0
6266,23540,Chinese Treats 3 (Che),Biryani,2025-05-28,29,350.22,Cash,Chennai,Delivered,4.0
6267,4390,Fast Treats 2 (Ben),South Indian,2025-04-11,29,203.82,Online,Bengaluru,Delivered,5.0
6268,6487,Street Treats 4 (Che),South Indian,2024-07-29,27,114.25,Cash,Chennai,Delivered,3.0
6269,9406,Continental Treats 2 (Ben),Street Food,2025-06-23,39,168.16,Cash,Bengaluru,Delivered,4.0
6270,4799,Seafood Treats 1 (Del),Desserts,2025-11-27,35,73.07,Cash,Delhi,Delivered,5.0
6271,24875,Street Treats 3 (Del),Continental,2025-06-12,29,415.54,Online,Delhi,Delivered,4.0
6272,3652,Continental Treats 4 (Ahm),Seafood,2023-12-02,27,319.14,Online,Ahmedabad,Delivered,5.0
6273,23852,Italian Treats 4 (Mum),Chinese,2024-10-16,30,260.77,Cash,Mumbai,Cancelled,
6274,21184,Chinese Treats 1 (Ben),Continental,2024-10-25,28,253.55,Online,Bengaluru,Delivered,1.0
6275,27104,Biryani Treats 2 (Ben),Desserts,2025-11-14,23,110.54,Online,Bengaluru,Delivered,5.0
6276,15448,Street Treats 6 (Pun),Chinese,2025-01-18,28,423.2,Online,Pune,Delivered,5.0
6277,18323,South Treats 4 (Che),South Indian,2025-03-27,35,189.85,Online,Chennai,Delivered,5.0
6278,14340,Fast Treats 4 (Del),Fast Food,2025-10-24,24,204.58,Online,Delhi,Delivered,4.0
6279,26936,Seafood Treats 1 (Del),Biryani,2025-07-04,37,346.23,Cash,Delhi,Delivered,3.0
6280,14164,Italian Treats 6 (Ben),Continental,2025-08-19,27,353.27,Online,Bengaluru,Delivered,4.0
6281,16472,Street Treats 4 (Mum),Chinese,2025-11-29,20,389.65,Online,Mumbai,Delivered,5.0
6282,27519,Urban Bites (Pun),Desserts,2025-08-28,31,228.78,Online,Pune,Delivered,4.0
6283,29301,Biryani Treats 3 (Ahm),Italian,2023-12-02,24,121.62,Cash,Ahmedabad,Delivered,4.0
6284,8075,Chinese Treats 5 (Del),North Indian,2023-12-02,35,385.31,Cash,Delhi,Delivered,5.0
6285,21239,Desserts Treats 6 (Che),North Indian,2025-06-21,29,295.5,Online,Chennai,Delivered,4.0
6286,7850,Street Treats 5 (Kol),Chinese,2025-06-08,45,429.96,Online,Kolkata,Delivered,5.0
6287,28782,North Treats 4 (Pun),South Indian,2025-04-09,25,211.8,Online,Pune,Delivered,5.0
6288,1975,Seafood Treats 5 (Kol),Biryani,2024-03-21,32,254.17,Cash,Kolkata,Delivered,5.0
6289,28214,Street Treats 6 (Mum),Desserts,2023-12-02,34,171.09,Cash,Mumbai,Delivered,4.0
6290,25274,North Treats 1 (Kol),Desserts,2023-12-02,31,154.95,Online,Kolkata,Delivered,4.0
6291,16549,Seafood Treats 2 (Kol),Seafood,2024-12-07,19,678.34,Online,Kolkata,Delivered,4.0
6292,22951,Fast Treats 1 (Mum),Seafood,2024-01-11,27,665.39,Cash,Mumbai,Cancelled,
6293,7123,Seafood Treats 4 (Kol),North Indian,2024-11-22,23,470.72,Cash,Kolkata,Delivered,2.0
6294,26489,Chinese Treats 3 (Ahm),Italian,2024-10-28,20,488.37,Online,Ahmedabad,Delivered,5.0
6295,2152,Street Treats 3 (Hyd),South Indian,2023-12-22,14,184.48,Online,Hyderabad,Delivered,5.0
6296,12532,Street Treats 2 (Pun),Fast Food,2024-01-27,33,127.15,Online,Pune,Delivered,5.0
6297,7834,North Treats 1 (Del),Seafood,2025-05-03,34,531.62,Online,Delhi,Delivered,4.0
6298,20035,Biryani Treats 5 (Che),Continental,2025-01-14,44,286.05,Cash,Chennai,Delivered,5.0
6299,8760,Desserts Treats 1 (Che),Fast Food,2025-01-03,22,222.84,Cash,Chennai,Cancelled,
6300,13832,Seafood Treats 2 (Hyd),Street Food,2025-11-19,46,50.0,Cash,Hyderabad,Delivered,5.0
6301,20170,Biryani Treats 6 (Kol),Fast Food,2025-11-08,21,236.77,Cash,Kolkata,Delivered,3.0
6302,2629,Chinese Treats 2 (Del),Continental,2025-08-17,33,428.97,Online,Delhi,Delivered,2.0
6303,12454,North Treats 5 (Kol),South Indian,2024-10-12,33,227.32,Online,Kolkata,Delivered,5.0
6304,12131,Continental Treats 5 (Pun),South Indian,2025-09-22,24,259.02,Online,Pune,Delivered,2.0
